tract,serial_number,repeat_index,num_people,household_income,num_vehicles
1100,932095,1,2,100000+,0
1100,932095,2,2,<=0,2
1100,936542,0,3,100000+,3
1100,937063,0,4+,90000-100000,1
1100,937063,1,4+,50000-60000,3
1100,937063,2,4+,20000-30000,1
1100,941607,0,1,<=0,0
1100,941607,1,1,<=0,1
1100,946389,0,3,100000+,3
1100,946389,1,3,20000-30000,1
1100,946389,2,3,10000-20000,2
1100,946389,3,3,40000-50000,2
1100,946389,4,3,100000+,3
1100,946389,5,3,<=0,2
1100,946389,6,3,100000+,3
1100,946389,7,3,10000-20000,6
1100,946389,8,3,100000+,2
1100,946389,9,3,100000+,6
1100,946389,10,3,40000-50000,1
1100,946389,11,3,100000+,2
1100,946389,12,3,100000+,6
1100,946389,13,3,<=0,3
1100,947792,0,2,70000-80000,4
1100,947792,1,2,30000-40000,2
1100,948760,0,2,100000+,2
1100,948936,0,2,60000-70000,1
1100,948936,1,2,100000+,2
1100,951730,0,4+,100000+,2
1100,951730,1,4+,60000-70000,0
1100,951730,2,4+,80000-90000,2
1100,952327,0,2,100000+,2
1100,952327,1,2,<=0,1
1100,954121,0,2,<=0,1
1100,954121,1,2,<=0,3
1100,957037,0,1,<=0,2
1100,957037,1,1,<=0,1
1100,957037,2,1,<=0,1
1100,959860,0,2,100000+,1
1100,962295,0,2,<=0,1
1100,962295,1,2,<=0,2
1100,962705,0,1,<=0,1
1100,963585,0,2,100000+,3
1100,963585,1,2,<=0,2
1100,965867,0,2,70000-80000,3
1100,968568,0,4+,20000-30000,4
1100,970131,0,2,40000-50000,2
1100,970131,1,2,100000+,1
1100,970311,0,1,<=0,1
1100,973740,0,2,30000-40000,1
1100,973740,1,2,<=0,0
1100,973740,2,2,100000+,0
1100,973740,3,2,100000+,1
1100,976278,0,1,<=0,1
1100,976743,0,2,100000+,1
1100,976743,1,2,<=0,1
1100,976743,2,2,100000+,1
1100,977857,0,4+,60000-70000,2
1100,981120,0,2,100000+,0
1100,984174,0,2,0-10000,1
1100,984174,1,2,<=0,1
1100,990180,0,1,<=0,1
1100,990180,1,1,<=0,1
1100,990180,2,1,<=0,1
1100,990805,0,1,<=0,1
1100,990805,1,1,<=0,0
1100,994584,0,2,<=0,2
1100,994584,1,2,<=0,2
1100,995254,0,1,<=0,0
1100,995254,1,1,<=0,1
1100,996103,0,2,100000+,1
1100,996103,1,2,40000-50000,0
1100,996103,2,2,100000+,2
1100,1000765,0,4+,80000-90000,2
1100,1000765,1,4+,100000+,3
1100,1009835,0,2,30000-40000,2
1100,1009835,1,2,<=0,2
1100,1009835,2,2,100000+,3
1100,1009835,3,2,40000-50000,2
1100,1010086,0,3,30000-40000,2
1100,1010086,1,3,100000+,3
1100,1010086,2,3,50000-60000,2
1100,1014146,0,2,100000+,1
1100,1014146,1,2,<=0,3
1100,1014658,0,2,20000-30000,2
1100,1015901,0,2,100000+,1
1100,1016105,0,1,<=0,1
1100,1016199,0,1,<=0,1
1100,1016199,1,1,<=0,2
1100,1017922,0,1,<=0,1
1100,1017922,1,1,<=0,1
1100,1017922,2,1,<=0,1
1100,1024576,0,1,<=0,1
1100,1025486,0,1,<=0,1
1100,1025486,1,1,<=0,0
1100,1025486,2,1,<=0,0
1100,1025486,3,1,<=0,1
1100,1031493,0,2,100000+,0
1100,1037358,0,1,<=0,1
1100,1037358,1,1,<=0,1
1100,1039498,0,1,<=0,1
1100,1045900,0,1,<=0,0
1100,1045900,1,1,<=0,1
1100,1045900,2,1,<=0,0
1100,1045900,3,1,<=0,1
1100,1045900,4,1,<=0,1
1100,1045900,5,1,<=0,1
1100,1045900,6,1,<=0,1
1100,1045900,7,1,<=0,1
1100,1045900,8,1,<=0,1
1100,1047027,0,3,100000+,3
1100,1047626,0,2,10000-20000,1
1100,1047626,1,2,100000+,3
1100,1047626,2,2,<=0,0
1100,1047626,3,2,40000-50000,1
1100,1047626,4,2,90000-100000,2
1100,1047626,5,2,<=0,2
1100,1047703,0,3,100000+,2
1100,1047703,1,3,<=0,2
1100,1048671,0,1,<=0,1
1100,1048671,1,1,<=0,2
1100,1053912,0,4+,30000-40000,2
1100,1053912,1,4+,<=0,1
1100,1053912,2,4+,<=0,1
1100,1054335,0,2,40000-50000,2
1100,1054402,0,3,50000-60000,6
1100,1054402,1,3,10000-20000,0
1100,1056362,0,2,<=0,2
1100,1056362,1,2,100000+,1
1100,1056362,2,2,10000-20000,3
1100,1057417,0,4+,0-10000,4
1100,1057417,1,4+,100000+,1
1100,1057417,2,4+,10000-20000,2
1100,1060248,0,2,100000+,1
1100,1062759,0,2,100000+,2
1100,1062759,1,2,70000-80000,1
1100,1062759,2,2,100000+,2
1100,1064824,0,3,100000+,1
1100,1064824,1,3,30000-40000,2
1100,1067350,0,4+,20000-30000,2
1100,1067350,1,4+,100000+,2
1100,1068356,0,1,<=0,1
1100,1069540,0,1,<=0,1
1100,1071078,0,2,80000-90000,2
1100,1071078,1,2,100000+,3
1100,1076212,0,2,100000+,4
1100,1076212,1,2,<=0,2
1100,1078478,0,2,<=0,1
1100,1078478,1,2,90000-100000,1
1100,1078747,0,2,100000+,2
1100,1078747,1,2,100000+,2
1100,1078747,2,2,40000-50000,0
1100,1078747,3,2,100000+,2
1100,1080597,0,1,<=0,2
1100,1080597,1,1,<=0,1
1100,1083761,0,1,<=0,2
1100,1083761,1,1,<=0,0
1100,1083761,2,1,<=0,0
1100,1083761,3,1,<=0,0
1100,1083761,4,1,<=0,2
1100,1086848,0,2,<=0,1
1100,1086848,1,2,20000-30000,2
1100,1086848,2,2,60000-70000,2
1100,1089088,0,2,100000+,1
1100,1089088,1,2,30000-40000,2
1100,1093792,0,1,<=0,0
1100,1093792,1,1,<=0,0
1100,1093792,2,1,<=0,1
1100,1095716,0,2,100000+,0
1100,1095716,1,2,<=0,2
1100,1095716,2,2,100000+,1
1100,1100132,0,1,<=0,1
1100,1100132,1,1,<=0,1
1100,1100132,2,1,<=0,1
1100,1100233,0,2,<=0,2
1100,1100233,1,2,20000-30000,0
1100,1104375,0,4+,80000-90000,2
1100,1104375,1,4+,70000-80000,2
1100,1104913,0,1,<=0,1
1100,1104913,1,1,<=0,1
1100,1104913,2,1,<=0,1
1100,1106982,0,4+,50000-60000,2
1100,1106982,1,4+,100000+,1
1100,1109610,0,1,<=0,1
1100,1109610,1,1,<=0,1
1100,1109610,2,1,<=0,1
1100,1109804,0,1,<=0,1
1100,1110180,0,3,90000-100000,2
1100,1110180,1,3,<=0,2
1100,1110415,0,4+,50000-60000,1
1100,1110415,1,4+,80000-90000,4
1100,1111361,0,1,<=0,1
1100,1111361,1,1,<=0,1
1100,1111361,2,1,<=0,1
1100,1111361,3,1,<=0,1
1100,1112134,0,3,100000+,1
1100,1112134,1,3,100000+,3
1100,1113693,0,3,100000+,2
1100,1113693,1,3,80000-90000,2
1100,1113693,2,3,30000-40000,2
1100,1113693,3,3,10000-20000,6
1100,1113693,4,3,<=0,2
1100,1113693,5,3,100000+,2
1100,1113708,0,1,<=0,3
1100,1113708,1,1,<=0,1
1100,1114519,0,2,100000+,2
1100,1116719,0,4+,<=0,2
1100,1116719,1,4+,100000+,2
1100,1121413,0,1,<=0,1
1100,1121413,1,1,<=0,1
1100,1121413,2,1,<=0,1
1100,1121647,0,3,10000-20000,3
1100,1121841,0,4+,100000+,2
1100,1121841,1,4+,100000+,3
1100,1123305,0,2,60000-70000,2
1100,1123305,1,2,100000+,2
1100,1123305,2,2,20000-30000,1
1100,1125489,0,4+,80000-90000,2
1100,1125489,1,4+,100000+,2
1100,1125489,2,4+,10000-20000,1
1100,1125818,0,2,100000+,0
1100,1125818,1,2,<=0,2
1100,1128344,0,4+,100000+,2
1100,1132285,0,2,20000-30000,3
1100,1139118,0,2,<=0,1
1100,1143035,0,1,<=0,1
1100,1143035,1,1,<=0,1
1100,1145852,0,2,0-10000,2
1100,1145852,1,2,100000+,1
1100,1145852,2,2,60000-70000,1
1100,1146559,0,2,100000+,3
1100,1146559,1,2,60000-70000,1
1100,1148290,0,4+,<=0,1
1100,1148290,1,4+,60000-70000,1
1100,1150274,0,1,<=0,2
1100,1150274,1,1,<=0,1
1100,1150274,2,1,<=0,1
1100,1150274,3,1,<=0,1
1100,1154687,0,3,<=0,4
1100,1154687,1,3,100000+,2
1100,1154687,2,3,60000-70000,5
1100,1155809,0,4+,100000+,3
1100,1155809,1,4+,30000-40000,2
1100,1158527,0,1,<=0,1
1100,1158527,1,1,<=0,1
1100,1158688,0,1,<=0,2
1100,1158688,1,1,<=0,2
1100,1158688,2,1,<=0,1
1100,1158770,0,4+,100000+,3
1100,1158770,1,4+,100000+,1
1100,1158770,2,4+,80000-90000,4
1100,1161145,0,2,70000-80000,2
1100,1164481,0,3,90000-100000,3
1100,1164481,1,3,<=0,2
1100,1167861,0,1,<=0,1
1100,1167861,1,1,<=0,0
1100,1168253,0,4+,10000-20000,2
1100,1168253,1,4+,100000+,2
1100,1168253,2,4+,20000-30000,2
1100,1172553,0,1,<=0,1
1100,1172553,1,1,<=0,3
1100,1172818,0,2,100000+,2
1100,1172818,1,2,40000-50000,1
1100,1174637,0,2,80000-90000,1
1100,1184081,0,1,<=0,0
1100,1191161,0,1,<=0,1
1100,1191161,1,1,<=0,1
1100,1191161,2,1,<=0,1
1100,1195079,0,1,<=0,2
1100,1195079,1,1,<=0,1
1100,1195079,2,1,<=0,1
1100,1197343,0,1,<=0,0
1100,1197343,1,1,<=0,1
1100,1199653,0,2,0-10000,4
1100,1199653,1,2,100000+,0
1100,1203397,0,3,100000+,2
1100,1203397,1,3,<=0,2
1100,1203397,2,3,100000+,5
1100,1208187,0,3,100000+,4
1100,1208187,1,3,50000-60000,2
1100,1208187,2,3,100000+,4
1100,1208302,0,1,<=0,1
1100,1208302,1,1,<=0,1
1100,1208302,2,1,<=0,1
1100,1213040,0,2,60000-70000,1
1100,1213066,0,4+,70000-80000,2
1100,1213066,1,4+,100000+,2
1100,1213066,2,4+,80000-90000,2
1100,1214014,0,4+,<=0,1
1100,1214014,1,4+,50000-60000,1
1100,1215641,0,2,100000+,3
1100,1215641,1,2,60000-70000,2
1100,1215641,2,2,30000-40000,2
1100,1217311,0,1,<=0,1
1100,1217311,1,1,<=0,1
1100,1223032,0,4+,30000-40000,2
1100,1223032,1,4+,80000-90000,2
1100,1223688,0,1,<=0,1
1100,1223688,1,1,<=0,1
1100,1225096,0,2,30000-40000,1
1100,1225096,1,2,60000-70000,1
1100,1225096,2,2,50000-60000,1
1100,1225096,3,2,50000-60000,1
1100,1230272,0,1,<=0,3
1100,1230272,1,1,<=0,1
1100,1230272,2,1,<=0,0
1100,1230272,3,1,<=0,0
1100,1231180,0,1,<=0,1
1100,1231180,1,1,<=0,3
1100,1231180,2,1,<=0,1
1100,1232608,0,1,<=0,1
1100,1232608,1,1,<=0,1
1100,1232608,2,1,<=0,3
1100,1234245,0,4+,100000+,3
1100,1234245,1,4+,<=0,2
1100,1236496,0,2,100000+,2
1100,1237056,0,3,100000+,3
1100,1237056,1,3,10000-20000,2
1100,1237056,2,3,10000-20000,1
1100,1237800,0,4+,50000-60000,4
1100,1237800,1,4+,<=0,2
1100,1238745,0,2,100000+,2
1100,1240899,0,3,100000+,3
1100,1242648,0,1,<=0,1
1100,1242648,1,1,<=0,1
1100,1245250,0,4+,100000+,1
1100,1246212,0,2,100000+,1
1100,1246212,1,2,90000-100000,3
1100,1247458,0,4+,100000+,1
1100,1247458,1,4+,80000-90000,4
1100,1248618,0,4+,20000-30000,2
1100,1248618,1,4+,60000-70000,2
1100,1249561,0,2,100000+,2
1100,1249561,1,2,80000-90000,2
1100,1249777,0,2,100000+,1
1100,1249777,1,2,100000+,2
1100,1249777,2,2,40000-50000,2
1100,1250932,0,3,100000+,3
1100,1250932,1,3,100000+,4
1100,1256935,0,1,<=0,1
1100,1258943,0,2,100000+,2
1100,1258943,1,2,60000-70000,2
1100,1261353,0,2,<=0,2
1100,1263661,0,2,20000-30000,2
1100,1263661,1,2,90000-100000,2
1100,1266750,0,2,80000-90000,2
1100,1266750,1,2,0-10000,2
1100,1266750,2,2,10000-20000,4
1100,1268166,0,2,60000-70000,2
1100,1268166,1,2,60000-70000,0
1100,1268166,2,2,100000+,2
1100,1268652,0,1,<=0,1
1100,1273091,0,2,80000-90000,1
1100,1273091,1,2,<=0,4
1100,1273091,2,2,30000-40000,1
1100,1273149,0,2,20000-30000,2
1100,1273149,1,2,100000+,2
1100,1273149,2,2,<=0,2
1100,1273149,3,2,<=0,2
1100,1273149,4,2,0-10000,2
1100,1273149,5,2,100000+,2
1100,1273149,6,2,100000+,2
1100,1273149,7,2,100000+,2
1100,1273149,8,2,100000+,2
1100,1274203,0,4+,80000-90000,4
1100,1274954,0,1,<=0,1
1100,1274954,1,1,<=0,1
1100,1277889,0,2,70000-80000,2
1100,1279463,0,4+,<=0,2
1100,1280061,0,2,60000-70000,1
1100,1280061,1,2,100000+,3
1100,1280681,0,1,<=0,1
1100,1282753,0,4+,0-10000,1
1100,1282753,1,4+,70000-80000,2
1100,1285918,0,4+,60000-70000,2
1100,1285918,1,4+,20000-30000,1
1100,1285918,2,4+,<=0,3
1100,1286190,0,2,<=0,2
1100,1286190,1,2,<=0,2
1100,1286190,2,2,60000-70000,1
1100,1288875,0,3,100000+,3
1100,1288875,1,3,100000+,0
1100,1289626,0,2,<=0,2
1100,1289626,1,2,50000-60000,1
1100,1289626,2,2,50000-60000,2
1100,1291155,0,1,<=0,1
1100,1291155,1,1,<=0,2
1100,1292661,0,1,<=0,1
1100,1292661,1,1,<=0,1
1100,1292661,2,1,<=0,1
1100,1292661,3,1,<=0,1
1100,1296392,0,4+,20000-30000,5
1100,1296392,1,4+,40000-50000,1
1100,1296766,0,3,40000-50000,3
1100,1296766,1,3,100000+,2
1100,1298736,0,1,<=0,1
1100,1298736,1,1,<=0,1
1100,1301290,0,3,100000+,3
1100,1304321,0,2,100000+,1
1100,1304321,1,2,100000+,0
1100,1304913,0,2,20000-30000,2
1100,1309407,0,3,100000+,3
1100,1309407,1,3,60000-70000,3
1100,1320709,0,1,<=0,1
1100,1320709,1,1,<=0,1
1100,1320806,0,2,50000-60000,1
1100,1320850,0,4+,50000-60000,1
1100,1320850,1,4+,40000-50000,4
1100,1320850,2,4+,100000+,2
1100,1320888,0,2,70000-80000,0
1100,1323032,0,1,<=0,2
1100,1323032,1,1,<=0,1
1100,1323032,2,1,<=0,1
1100,1323032,3,1,<=0,1
1100,1323032,4,1,<=0,1
1100,1324864,0,1,<=0,2
1100,1329167,0,2,20000-30000,1
1100,1329167,1,2,100000+,2
1100,1333693,0,1,<=0,1
1100,1334122,0,4+,100000+,2
1100,1334122,1,4+,100000+,3
1100,1336211,0,2,70000-80000,2
1100,1336211,1,2,<=0,2
1100,1336211,2,2,<=0,2
1100,1342092,0,4+,90000-100000,2
1100,1342092,1,4+,100000+,2
1100,1342092,2,4+,10000-20000,1
1100,1345874,0,1,<=0,1
1100,1348665,0,1,<=0,0
1100,1351595,0,2,<=0,2
1100,1355269,0,1,<=0,1
1100,1369098,0,2,0-10000,1
1100,1369098,1,2,60000-70000,3
1100,1369098,2,2,40000-50000,2
1100,1370488,0,2,100000+,0
1100,1372728,0,1,<=0,1
1100,1372728,1,1,<=0,1
1100,1372728,2,1,<=0,1
1100,1375178,0,1,<=0,0
1100,1375178,1,1,<=0,1
1100,1376268,0,2,0-10000,2
1100,1376268,1,2,60000-70000,1
1100,1386270,0,2,80000-90000,2
1100,1386270,1,2,<=0,1
1100,1387845,0,4+,100000+,4
1100,1387845,1,4+,0-10000,1
1100,1392925,0,1,<=0,0
1100,1392925,1,1,<=0,0
1100,1392925,2,1,<=0,1
1100,1392925,3,1,<=0,1
1100,1393626,0,1,<=0,0
1100,1399638,0,1,<=0,2
1100,1399638,1,1,<=0,1
1100,1399638,2,1,<=0,1
1100,1401315,0,2,100000+,4
1100,1401315,1,2,20000-30000,0
1100,1401930,0,1,<=0,1
1100,1402212,0,4+,100000+,2
1100,1403158,0,4+,80000-90000,2
1100,1413249,0,3,100000+,1
1100,1413249,1,3,<=0,2
1100,1414789,0,4+,<=0,2
1100,1414789,1,4+,90000-100000,2
1100,1415740,0,4+,70000-80000,3
1100,1415740,1,4+,30000-40000,2
1100,1415740,2,4+,90000-100000,3
1100,1415740,3,4+,10000-20000,1
1100,1417796,0,2,30000-40000,2
1100,1423822,0,3,70000-80000,1
1100,1423822,1,3,<=0,0
1100,1423822,2,3,100000+,2
1100,1427676,0,2,100000+,0
1100,1427676,1,2,100000+,2
1100,1427676,2,2,<=0,2
1100,1427676,3,2,100000+,1
1100,1427676,4,2,70000-80000,1
1100,1427676,5,2,<=0,0
1100,1427676,6,2,100000+,2
1100,1429443,0,2,30000-40000,0
1100,1429443,1,2,100000+,2
1100,1429443,2,2,100000+,3
1100,1431302,0,2,90000-100000,1
1100,1432941,0,4+,50000-60000,5
1100,1432941,1,4+,40000-50000,3
1100,1437957,0,2,60000-70000,2
1100,1437957,1,2,<=0,1
1100,1446852,0,1,<=0,1
1100,1446852,1,1,<=0,1
1100,1451963,0,1,<=0,0
1100,1452913,0,4+,<=0,2
1100,1452913,1,4+,50000-60000,3
1100,1452913,2,4+,100000+,1
1100,1452913,3,4+,40000-50000,2
1100,1452913,4,4+,40000-50000,1
1100,1455072,0,1,<=0,0
1100,1455072,1,1,<=0,1
1100,1456127,0,3,20000-30000,1
1100,1456150,0,4+,100000+,2
1100,1456150,1,4+,100000+,2
1100,1456150,2,4+,100000+,1
1100,1458465,0,1,<=0,1
1100,1458465,1,1,<=0,0
1100,1462360,0,2,<=0,2
1100,1462360,1,2,60000-70000,1
1100,1462360,2,2,70000-80000,1
1100,1462360,3,2,100000+,3
1100,1462770,0,1,<=0,1
1100,1462770,1,1,<=0,1
1100,1467981,0,2,<=0,2
1100,1467982,0,1,<=0,1
1100,1467982,1,1,<=0,1
1100,1467982,2,1,<=0,0
1100,1468236,0,1,<=0,1
1100,1468261,0,2,100000+,2
1100,1468261,1,2,60000-70000,2
1100,1469082,0,4+,80000-90000,2
1100,1469082,1,4+,20000-30000,2
1100,1469909,0,2,<=0,2
1100,1469909,1,2,30000-40000,1
1100,1469909,2,2,<=0,1
1100,1473583,0,1,<=0,0
1100,1473583,1,1,<=0,0
1100,1473583,2,1,<=0,1
1100,1476211,0,2,100000+,4
1100,1476211,1,2,60000-70000,2
1100,1476211,2,2,80000-90000,2
1100,1480172,0,4+,90000-100000,2
1100,1483033,0,2,<=0,2
1100,1484065,0,3,40000-50000,3
1100,1484065,1,3,100000+,0
1100,1485696,0,1,<=0,2
1100,1488981,0,1,<=0,0
1100,1488981,1,1,<=0,1
1100,1488981,2,1,<=0,1
1100,1489498,0,4+,20000-30000,3
1100,1489922,0,2,<=0,2
1100,1492979,0,1,<=0,1
1100,1492979,1,1,<=0,1
1100,1492979,2,1,<=0,1
1100,1493101,0,1,<=0,2
1100,1493101,1,1,<=0,1
1100,1493101,2,1,<=0,1
1100,1493101,3,1,<=0,1
1100,1493101,4,1,<=0,1
1100,1494248,0,1,<=0,0
1100,1494248,1,1,<=0,2
1100,1494248,2,1,<=0,0
1100,1494248,3,1,<=0,1
1100,1494248,4,1,<=0,0
1100,1494248,5,1,<=0,3
1100,1495085,0,3,<=0,3
1100,1495085,1,3,50000-60000,2
1100,1495085,2,3,10000-20000,6
1100,1498372,0,4+,100000+,3
1100,1498372,1,4+,100000+,2
1100,1499345,0,4+,80000-90000,3
1100,1499345,1,4+,90000-100000,2
1100,1505191,0,2,<=0,3
1100,1505191,1,2,30000-40000,1
1100,1507326,0,2,80000-90000,1
1100,1507326,1,2,100000+,2
1100,1507326,2,2,100000+,1
1100,1507326,3,2,<=0,1
1100,1507326,4,2,60000-70000,1
1100,1509111,0,1,<=0,1
1100,1509111,1,1,<=0,1
1100,1509111,2,1,<=0,0
1100,1509111,3,1,<=0,1
1100,1509111,4,1,<=0,1
1100,1509111,5,1,<=0,1
1100,1509111,6,1,<=0,1
1100,1511162,0,1,<=0,1
1100,1511162,1,1,<=0,1
1100,1511162,2,1,<=0,1
1100,1511162,3,1,<=0,1
1100,1511432,0,4+,100000+,2
1100,1512983,0,4+,50000-60000,0
1201,3474,0,1,<=0,1
1201,3474,1,1,<=0,2
1201,3474,2,1,<=0,2
1201,5235,0,3,<=0,3
1201,5235,1,3,100000+,4
1201,5235,2,3,80000-90000,6
1201,5235,3,3,100000+,4
1201,5235,4,3,100000+,1
1201,5235,5,3,<=0,2
1201,9650,0,3,100000+,0
1201,9650,1,3,<=0,2
1201,9650,2,3,60000-70000,2
1201,11823,0,4+,<=0,2
1201,11823,1,4+,20000-30000,1
1201,11823,2,4+,<=0,3
1201,11823,3,4+,100000+,2
1201,11823,4,4+,<=0,2
1201,11823,5,4+,80000-90000,3
1201,11823,6,4+,80000-90000,4
1201,11823,7,4+,50000-60000,1
1201,11823,8,4+,100000+,3
1201,12471,0,2,<=0,1
1201,12471,1,2,50000-60000,1
1201,13236,0,3,30000-40000,3
1201,13236,1,3,10000-20000,2
1201,13236,2,3,100000+,1
1201,13236,3,3,90000-100000,2
1201,13531,0,2,<=0,1
1201,14113,0,1,<=0,2
1201,14113,1,1,<=0,1
1201,15838,0,2,<=0,4
1201,15838,1,2,90000-100000,3
1201,15838,2,2,<=0,2
1201,15838,3,2,100000+,2
1201,15838,4,2,30000-40000,2
1201,17212,0,1,<=0,1
1201,17212,1,1,<=0,0
1201,17212,2,1,<=0,1
1201,17212,3,1,<=0,1
1201,17569,0,1,<=0,0
1201,17569,1,1,<=0,2
1201,17569,2,1,<=0,0
1201,17569,3,1,<=0,1
1201,17569,4,1,<=0,1
1201,17569,5,1,<=0,1
1201,17569,6,1,<=0,1
1201,17569,7,1,<=0,1
1201,17569,8,1,<=0,1
1201,17569,9,1,<=0,1
1201,17569,10,1,<=0,1
1201,19392,0,3,100000+,2
1201,19392,1,3,<=0,2
1201,19433,0,4+,100000+,2
1201,19554,0,1,<=0,2
1201,19641,0,1,<=0,1
1201,19641,1,1,<=0,1
1201,19641,2,1,<=0,1
1201,19641,3,1,<=0,1
1201,19727,0,1,<=0,2
1201,19727,1,1,<=0,2
1201,19727,2,1,<=0,1
1201,19727,3,1,<=0,1
1201,19727,4,1,<=0,1
1201,19727,5,1,<=0,2
1201,19727,6,1,<=0,1
1201,21395,0,3,100000+,3
1201,21395,1,3,100000+,3
1201,21395,2,3,50000-60000,2
1201,25419,0,4+,30000-40000,3
1201,25419,1,4+,80000-90000,2
1201,25419,2,4+,60000-70000,3
1201,25419,3,4+,100000+,2
1201,25419,4,4+,40000-50000,2
1201,25419,5,4+,70000-80000,3
1201,25494,0,2,100000+,1
1201,25494,1,2,40000-50000,1
1201,25638,0,3,100000+,3
1201,25638,1,3,70000-80000,3
1201,27835,0,2,30000-40000,1
1201,32216,0,1,<=0,0
1201,34086,0,2,<=0,2
1201,34086,1,2,100000+,2
1201,34086,2,2,<=0,1
1201,34548,0,1,<=0,1
1201,34548,1,1,<=0,0
1201,34548,2,1,<=0,0
1201,34548,3,1,<=0,1
1201,34548,4,1,<=0,1
1201,35392,0,1,<=0,0
1201,37783,0,4+,100000+,2
1201,37783,1,4+,100000+,2
1201,37783,2,4+,20000-30000,2
1201,37783,3,4+,60000-70000,0
1201,37783,4,4+,100000+,2
1201,37783,5,4+,80000-90000,3
1201,55887,0,3,100000+,3
1201,55887,1,3,100000+,2
1201,55887,2,3,100000+,3
1201,55887,3,3,30000-40000,2
1201,58854,0,1,<=0,1
1201,58854,1,1,<=0,1
1201,58854,2,1,<=0,0
1201,58854,3,1,<=0,1
1201,60114,0,2,100000+,2
1201,60246,0,1,<=0,1
1201,60246,1,1,<=0,1
1201,60246,2,1,<=0,0
1201,60246,3,1,<=0,2
1201,60246,4,1,<=0,1
1201,61025,0,1,<=0,1
1201,67573,0,1,<=0,2
1201,68055,0,1,<=0,0
1201,68055,1,1,<=0,1
1201,68055,2,1,<=0,0
1201,68055,3,1,<=0,1
1201,68055,4,1,<=0,1
1201,69334,0,1,<=0,1
1201,69334,1,1,<=0,1
1201,69334,2,1,<=0,0
1201,69334,3,1,<=0,2
1201,69334,4,1,<=0,1
1201,74086,0,2,60000-70000,2
1201,74086,1,2,70000-80000,2
1201,74086,2,2,60000-70000,1
1201,74086,3,2,100000+,2
1201,77371,0,4+,70000-80000,3
1201,89938,0,2,<=0,1
1201,89938,1,2,30000-40000,1
1201,89938,2,2,50000-60000,1
1201,90744,0,1,<=0,2
1201,94192,0,3,100000+,2
1201,94192,1,3,60000-70000,3
1201,94192,2,3,30000-40000,2
1201,94192,3,3,60000-70000,4
1201,95462,0,4+,60000-70000,3
1201,95462,1,4+,60000-70000,2
1201,95462,2,4+,40000-50000,2
1201,100720,0,2,100000+,1
1201,100720,1,2,30000-40000,2
1201,100720,2,2,90000-100000,1
1201,100720,3,2,20000-30000,0
1201,100720,4,2,<=0,2
1201,101072,0,3,100000+,3
1201,101072,1,3,100000+,2
1201,101072,2,3,100000+,0
1201,101242,0,4+,<=0,2
1201,105801,0,4+,100000+,2
1201,105801,1,4+,20000-30000,2
1201,106165,0,1,<=0,1
1201,106609,0,4+,100000+,3
1201,106850,0,1,<=0,0
1201,106850,1,1,<=0,1
1201,106850,2,1,<=0,1
1201,106850,3,1,<=0,1
1201,106850,4,1,<=0,1
1201,106850,5,1,<=0,1
1201,108570,0,1,<=0,2
1201,108570,1,1,<=0,1
1201,108570,2,1,<=0,3
1201,108713,0,1,<=0,1
1201,108713,1,1,<=0,1
1201,108713,2,1,<=0,1
1201,108713,3,1,<=0,1
1201,108713,4,1,<=0,1
1201,108713,5,1,<=0,2
1201,108713,6,1,<=0,1
1201,108713,7,1,<=0,1
1201,108713,8,1,<=0,0
1201,108713,9,1,<=0,2
1201,108713,10,1,<=0,1
1201,108713,11,1,<=0,1
1201,108713,12,1,<=0,1
1201,108713,13,1,<=0,1
1201,108713,14,1,<=0,2
1201,111438,0,3,70000-80000,5
1201,111438,1,3,<=0,2
1201,111438,2,3,70000-80000,2
1201,111438,3,3,90000-100000,3
1201,114403,0,2,40000-50000,2
1201,114403,1,2,100000+,4
1201,117418,0,1,<=0,1
1201,117418,1,1,<=0,1
1201,117418,2,1,<=0,0
1201,117418,3,1,<=0,1
1201,119550,0,4+,50000-60000,1
1201,119550,1,4+,50000-60000,2
1201,119550,2,4+,50000-60000,2
1201,119550,3,4+,100000+,2
1201,119550,4,4+,100000+,2
1201,123637,0,2,<=0,1
1201,123637,1,2,<=0,2
1201,123637,2,2,<=0,2
1201,123637,3,2,70000-80000,4
1201,123637,4,2,20000-30000,0
1201,123898,0,2,<=0,4
1201,123898,1,2,100000+,1
1201,124445,0,3,20000-30000,2
1201,124445,1,3,100000+,2
1201,124445,2,3,<=0,2
1201,124463,0,1,<=0,1
1201,124463,1,1,<=0,1
1201,124463,2,1,<=0,1
1201,124463,3,1,<=0,1
1201,124463,4,1,<=0,1
1201,124463,5,1,<=0,1
1201,124463,6,1,<=0,1
1201,124463,7,1,<=0,1
1201,124463,8,1,<=0,1
1201,124463,9,1,<=0,0
1201,127258,0,3,100000+,0
1201,127258,1,3,50000-60000,2
1201,129617,0,1,<=0,2
1201,129617,1,1,<=0,1
1201,129617,2,1,<=0,1
1201,129617,3,1,<=0,1
1201,129617,4,1,<=0,1
1201,129950,0,3,30000-40000,0
1201,129950,1,3,100000+,1
1201,129950,2,3,40000-50000,3
1201,129950,3,3,60000-70000,6
1201,130242,0,2,50000-60000,1
1201,130242,1,2,<=0,2
1201,130242,2,2,70000-80000,0
1201,130242,3,2,50000-60000,2
1201,130242,4,2,40000-50000,2
1201,131853,0,1,<=0,1
1201,131853,1,1,<=0,1
1201,131853,2,1,<=0,1
