household_id,building_id,tract,serial_number,repeat_index,persons,income,num_vehicles
10843,110843,800,1022212,2,1,8660,1
10844,110844,800,1026344,0,2,7812,2
10845,110845,800,1026344,1,2,100001,2
10846,110846,800,1026344,2,2,68615,0
10847,110847,800,1033400,0,2,17888,1
10848,110848,800,1033400,1,2,100001,4
10849,110849,800,1035422,0,4,38784,3
10850,110850,800,1037635,0,4,37301,2
10851,110851,800,1039565,0,1,45026,1
10852,110852,800,1039565,1,1,53196,1
10853,110853,800,1039565,2,1,851,1
10854,110854,800,1041713,0,3,59495,2
10855,110855,800,1041713,1,3,100001,2
10856,110856,800,1042131,0,1,88628,1
10857,110857,800,1042131,1,1,47581,0
10858,110858,800,1042131,2,1,605,1
10859,110859,800,1042131,3,1,45026,1
10860,110860,800,1042131,4,1,4345,0
10861,110861,800,1042131,5,1,12568,1
10862,110862,800,1042131,6,1,54538,1
10863,110863,800,1042131,7,1,30418,1
10864,110864,800,1042131,8,1,27377,2
10865,110865,800,1043611,0,3,51239,2
10866,110866,800,1043611,1,3,41716,2
10867,110867,800,1046828,0,2,100001,2
10868,110868,800,1046828,1,2,93534,2
10869,110869,800,1046828,2,2,100001,1
10870,110870,800,1046828,3,2,100001,3
10871,110871,800,1047037,0,3,55385,1
10872,110872,800,1047037,1,3,74892,2
10873,110873,800,1047037,2,3,70491,1
10874,110874,800,1047784,0,2,60096,2
10875,110875,800,1047784,1,2,28406,1
10876,110876,800,1047816,0,1,23352,1
10877,110877,800,1047816,1,1,46095,0
10878,110878,800,1047816,2,1,66703,0
10879,110879,800,1047816,3,1,37544,1
10880,110880,800,1047816,4,1,14490,1
10881,110881,800,1047816,5,1,6655,1
10882,110882,800,1047816,6,1,17769,1
10883,110883,800,1047816,7,1,100001,1
10884,110884,800,1047816,8,1,5579,1
10885,110885,800,1048210,0,2,35633,2
10886,110886,800,1048210,1,2,34602,3
10887,110887,800,1048210,2,2,66430,2
10888,110888,800,1049947,0,2,13209,0
10889,110889,800,1049947,1,2,47639,2
10890,110890,800,1050716,0,2,16269,2
10891,110891,800,1051118,0,1,7305,1
10892,110892,800,1052649,0,4,37662,2
10893,110893,800,1054779,0,2,74411,1
10894,110894,800,1054779,1,2,35900,1
10895,110895,800,1054779,2,2,56013,1
10896,110896,800,1054779,3,2,100001,2
10897,110897,800,1057710,0,1,47281,2
10898,110898,800,1057710,1,1,6419,1
10899,110899,800,1057710,2,1,16225,1
10900,110900,800,1057899,0,3,702,1
10901,110901,800,1057899,1,3,52283,1
10902,110902,800,1058550,0,1,5321,0
10903,110903,800,1058550,1,1,100001,0
10904,110904,800,1058550,2,1,26409,1
10905,110905,800,1058550,3,1,3021,1
10906,110906,800,1062921,0,4,9780,2
10907,110907,800,1062921,1,4,100001,5
10908,110908,800,1062921,2,4,72663,2
10909,110909,800,1062921,3,4,79055,2
10910,110910,800,1062921,4,4,36082,2
10911,110911,800,1062921,5,4,61856,3
10912,110912,800,1062921,6,4,100001,2
10913,110913,800,1068211,0,2,59855,2
10914,110914,800,1068211,1,2,94119,2
10915,110915,800,1069187,0,2,92048,1
10916,110916,800,1069187,1,2,100001,0
10917,110917,800,1069187,2,2,53144,1
10918,110918,800,1071591,0,1,25379,1
10919,110919,800,1073019,0,2,27289,3
10920,110920,800,1073019,1,2,99607,2
10921,110921,800,1073019,2,2,41792,3
10922,110922,800,1074589,0,4,9410,0
10923,110923,800,1074589,1,4,67066,2
10924,110924,800,1074589,2,4,5033,2
10925,110925,800,1074589,3,4,62469,2
10926,110926,800,1074589,4,4,35742,2
10927,110927,800,1074589,5,4,3140,2
10928,110928,800,1074589,6,4,44024,4
10929,110929,800,1074589,7,4,87227,3
10930,110930,800,1076965,0,1,27662,1
10931,110931,800,1076965,1,1,57795,1
10932,110932,800,1076965,2,1,45026,1
10933,110933,800,1078974,0,4,100001,2
10934,110934,800,1078974,1,4,62992,1
10935,110935,800,1078974,2,4,61595,2
10936,110936,800,1078974,3,4,100001,2
10937,110937,800,1078974,4,4,100001,2
10938,110938,800,1078974,5,4,86165,2
10939,110939,800,1078974,6,4,100001,3
10940,110940,800,1078974,7,4,43223,2
10941,110941,800,1078974,8,4,100001,3
10942,110942,800,1078974,9,4,69911,4
10943,110943,800,1078974,10,4,30567,2
10944,110944,800,1078974,11,4,100001,2
10945,110945,800,1082874,0,2,26050,2
10946,110946,800,1084829,0,1,29057,1
10947,110947,800,1084829,1,1,22095,0
10948,110948,800,1087192,0,3,10130,1
10949,110949,800,1087192,1,3,5623,1
10950,110950,800,1087259,0,2,100001,2
10951,110951,800,1087259,1,2,3676,2
10952,110952,800,1087259,2,2,100001,0
10953,110953,800,1088371,0,1,41309,1
10954,110954,800,1088371,1,1,54576,1
10955,110955,800,1090197,0,2,64374,2
10956,110956,800,1090197,1,2,100001,2
10957,110957,800,1090197,2,2,100001,2
10958,110958,800,1091984,0,1,41512,1
10959,110959,800,1093544,0,2,100001,2
10960,110960,800,1093544,1,2,93727,2
10961,110961,800,1098043,0,1,45026,0
10962,110962,800,1098043,1,1,42603,0
10963,110963,800,1098043,2,1,8824,0
10964,110964,800,1098043,3,1,23489,1
10965,110965,800,1098043,4,1,31743,1
10966,110966,800,1098043,5,1,26887,0
10967,110967,800,1098043,6,1,22442,0
10968,110968,800,1098043,7,1,45026,1
10969,110969,800,1099958,0,2,46959,2
10970,110970,800,1099958,1,2,100001,2
10971,110971,800,1100856,0,3,77938,2
10972,110972,800,1100856,1,3,7813,2
10973,110973,800,1100856,2,3,50391,2
10974,110974,800,1102138,0,2,24386,2
10975,110975,800,1102138,1,2,100001,2
10976,110976,800,1102138,2,2,93145,2
10977,110977,800,1103196,0,1,28668,1
10978,110978,800,1103196,1,1,43506,1
10979,110979,800,1103196,2,1,16222,3
10980,110980,800,1104133,0,2,45740,2
10981,110981,800,1104133,1,2,62983,2
10982,110982,800,1104133,2,2,4585,1
10983,110983,800,1106279,0,1,16500,1
10984,110984,800,1106279,1,1,24796,1
10985,110985,800,1106279,2,1,44097,1
10986,110986,800,1106279,3,1,35215,0
10987,110987,800,1106279,4,1,12584,1
10988,110988,800,1106279,5,1,34861,1
10989,110989,800,1106279,6,1,16980,6
10990,110990,800,1106279,7,1,38156,1
10991,110991,800,1106279,8,1,23955,1
10992,110992,800,1106279,9,1,23321,1
10993,110993,800,1106279,10,1,16668,1
10994,110994,800,1106279,11,1,38246,1
10995,110995,800,1106279,12,1,13692,1
10996,110996,800,1107417,0,4,7039,4
10997,110997,800,1107417,1,4,68743,3
10998,110998,800,1107572,0,4,28618,2
10999,110999,800,1107572,1,4,100001,2
11000,111000,800,1107572,2,4,630,2
11001,111001,800,1109676,0,2,24901,2
11002,111002,800,1109676,1,2,48557,2
11003,111003,800,1109676,2,2,100001,2
11004,111004,800,1110318,0,1,19550,1
11005,111005,800,1110318,1,1,25662,2
11006,111006,800,1110318,2,1,8296,0
11007,111007,800,1110438,0,1,17170,1
11008,111008,800,1110438,1,1,8658,1
11009,111009,800,1110642,0,3,72216,1
11010,111010,800,1110642,1,3,41156,2
11011,111011,800,1110642,2,3,100001,1
11012,111012,800,1110654,0,4,100001,1
11013,111013,800,1110654,1,4,60514,3
11014,111014,800,1111078,0,4,89823,2
11015,111015,800,1111078,1,4,7013,1
11016,111016,800,1111078,2,4,21277,2
11017,111017,800,1112190,0,4,38409,2
11018,111018,800,1112190,1,4,45177,0
11019,111019,800,1114106,0,3,100001,2
11020,111020,800,1114106,1,3,100001,3
11021,111021,800,1114106,2,3,100001,1
11022,111022,800,1114106,3,3,69967,2
11023,111023,800,1114106,4,3,74419,2
11024,111024,800,1114106,5,3,7163,4
11025,111025,800,1114106,6,3,18125,3
11026,111026,800,1117244,0,2,59323,1
11027,111027,800,1117244,1,2,79134,2
11028,111028,800,1117244,2,2,79866,2
11029,111029,800,1118019,0,3,100001,2
11030,111030,800,1118019,1,3,78492,2
11031,111031,800,1119217,0,2,37048,2
11032,111032,800,1119712,0,1,27815,1
11033,111033,800,1119712,1,1,15622,1
11034,111034,800,1119712,2,1,3263,1
11035,111035,800,1123338,0,4,61512,0
11036,111036,800,1123338,1,4,100001,1
11037,111037,800,1123672,0,1,100001,1
11038,111038,800,1123672,1,1,11878,1
11039,111039,800,1125043,0,3,100001,2
11040,111040,800,1125043,1,3,100001,2
11041,111041,800,1125043,2,3,55290,3
11042,111042,800,1125224,0,2,63332,2
11043,111043,800,1129217,0,2,100001,1
11044,111044,800,1129217,1,2,65115,2
11045,111045,800,1129478,0,2,27048,2
11046,111046,800,1129478,1,2,100001,1
11047,111047,800,1129478,2,2,15907,2
11048,111048,800,1129478,3,2,100001,2
11049,111049,800,1131084,0,3,51332,2
11050,111050,800,1131084,1,3,100001,1
11051,111051,800,1131535,0,3,100001,1
11052,111052,800,1131535,1,3,11362,3
11053,111053,800,1131535,2,3,100001,2
11054,111054,800,1135936,0,2,66787,0
11055,111055,800,1138347,0,3,73831,2
11056,111056,800,1139538,0,3,100001,2
11057,111057,800,1139538,1,3,100001,2
11058,111058,800,1141665,0,1,99570,1
11059,111059,800,1141665,1,1,20899,1
11060,111060,800,1141665,2,1,24375,1
11061,111061,800,1142884,0,2,57540,2
11062,111062,800,1142884,1,2,100001,1
11063,111063,800,1143047,0,2,3034,2
11064,111064,800,1143047,1,2,100001,2
11065,111065,800,1143047,2,2,100001,1
11066,111066,800,1143047,3,2,83935,2
11067,111067,800,1143047,4,2,100001,2
11068,111068,800,1143047,5,2,11536,0
11069,111069,800,1143047,6,2,14329,3
11070,111070,800,1143047,7,2,25710,1
11071,111071,800,1143480,0,2,80743,2
11072,111072,800,1143480,1,2,100001,2
11073,111073,800,1143862,0,4,26909,3
11074,111074,800,1143862,1,4,23972,4
11075,111075,800,1143862,2,4,100001,4
11076,111076,800,1145599,0,3,100001,2
11077,111077,800,1145599,1,3,54775,2
11078,111078,800,1145599,2,3,75656,2
11079,111079,800,1146450,0,4,100001,0
11080,111080,800,1146450,1,4,100001,1
11081,111081,800,1146450,2,4,91333,4
11082,111082,800,1146450,3,4,31709,2
11083,111083,800,1146450,4,4,100001,2
11084,111084,800,1146450,5,4,60522,2
11085,111085,800,1151802,0,2,8169,0
11086,111086,800,1152550,0,4,46704,1
11087,111087,800,1152550,1,4,29281,3
11088,111088,800,1152550,2,4,100001,3
11089,111089,800,1156207,0,4,41167,2
11090,111090,800,1156207,1,4,100001,3
11091,111091,800,1156207,2,4,100001,2
11092,111092,800,1168985,0,1,8276,1
11093,111093,800,1168985,1,1,33376,1
11094,111094,800,1168985,2,1,100001,1
11095,111095,800,1170092,0,1,9502,1
11096,111096,800,1171006,0,1,35564,1
11097,111097,800,1171006,1,1,23308,1
11098,111098,800,1175179,0,1,22129,1
11099,111099,800,1175179,1,1,15697,1
11100,111100,800,1175179,2,1,10132,1
11101,111101,800,1175247,0,3,67158,2
11102,111102,800,1175247,1,3,19870,2
11103,111103,800,1175247,2,3,10991,2
11104,111104,800,1175247,3,3,19706,2
11105,111105,800,1175247,4,3,100001,2
11106,111106,800,1176163,0,1,80204,1
11107,111107,800,1176163,1,1,37559,0
11108,111108,800,1178248,0,4,84554,3
11109,111109,800,1178248,1,4,46687,1
11110,111110,800,1179579,0,2,41177,2
11111,111111,800,1179579,1,2,67619,2
11112,111112,800,1179579,2,2,47890,2
11113,111113,800,1179795,0,4,100001,2
11114,111114,800,1179795,1,4,94361,3
11115,111115,800,1184428,0,2,94096,2
11116,111116,800,1189899,0,1,7441,1
11117,111117,800,1189899,1,1,28459,2
11118,111118,800,1189899,2,1,10306,1
11119,111119,800,1191658,0,3,100001,1
11120,111120,800,1191658,1,3,100001,2
11121,111121,800,1193677,0,2,1382,2
11122,111122,800,1193677,1,2,100001,1
11123,111123,800,1193677,2,2,15696,2
11124,111124,800,1195218,0,1,31327,1
11125,111125,800,1195218,1,1,100001,1
11126,111126,800,1195218,2,1,16229,1
11127,111127,800,1195218,3,1,9384,1
11128,111128,800,1195218,4,1,15035,1
11129,111129,800,1197177,0,1,58709,1
11130,111130,800,1197177,1,1,38943,0
11131,111131,800,1199221,0,4,100001,4
11132,111132,800,1199221,1,4,100001,0
11133,111133,800,1199221,2,4,80951,3
11134,111134,800,1202900,0,3,1509,2
11135,111135,800,1202900,1,3,39624,2
11136,111136,800,1202900,2,3,80866,2
11137,111137,800,1204593,0,4,63359,4
11138,111138,800,1204593,1,4,100001,0
11139,111139,800,1205379,0,2,100001,1
11140,111140,800,1205379,1,2,92301,1
11141,111141,800,1205379,2,2,34249,2
11142,111142,800,1206466,0,4,67643,0
11143,111143,800,1207480,0,2,100001,2
11144,111144,800,1208571,0,1,24523,2
11145,111145,800,1208571,1,1,29558,2
11146,111146,800,1208571,2,1,2287,1
11147,111147,800,1209569,0,2,100001,1
11148,111148,800,1209569,1,2,99076,2
11149,111149,800,1209569,2,2,1149,1
11150,111150,800,1209569,3,2,55446,2
11151,111151,800,1209569,4,2,47236,3
11152,111152,800,1209569,5,2,45026,2
11153,111153,800,1209569,6,2,100001,2
11154,111154,800,1209569,7,2,100001,1
11155,111155,800,1209569,8,2,71607,1
11156,111156,800,1209569,9,2,22620,0
11157,111157,800,1209988,0,4,100001,4
11158,111158,800,1216968,0,2,100001,2
11159,111159,800,1219640,0,1,8355,1
11160,111160,800,1219640,1,1,17828,1
11161,111161,800,1219640,2,1,44226,2
11162,111162,800,1219640,3,1,95453,2
11163,111163,800,1219640,4,1,5674,0
11164,111164,800,1219640,5,1,44236,1
11165,111165,800,1219756,0,1,29774,1
11166,111166,800,1219756,1,1,100001,0
11167,111167,800,1219756,2,1,29642,1
11168,111168,800,1219756,3,1,23398,1
11169,111169,800,1219756,4,1,46072,0
11170,111170,800,1219756,5,1,1538,0
11171,111171,800,1219756,6,1,47296,1
11172,111172,800,1219756,7,1,41785,1
11173,111173,800,1219861,0,4,100001,0
11174,111174,800,1219861,1,4,74121,1
11175,111175,800,1219861,2,4,85116,3
11176,111176,800,1220024,0,1,59761,1
11177,111177,800,1220024,1,1,12137,1
11178,111178,800,1220422,0,2,69277,2
11179,111179,800,1220422,1,2,100001,0
11180,111180,800,1220893,0,4,83429,1
11181,111181,800,1220893,1,4,38014,2
11182,111182,800,1220893,2,4,9549,5
11183,111183,800,1222503,0,3,10959,3
11184,111184,800,1222503,1,3,57705,3
11185,111185,800,1225172,0,3,100001,3
11186,111186,800,1225172,1,3,26709,2
11187,111187,800,1225172,2,3,45795,3
11188,111188,800,1225172,3,3,6773,1
11189,111189,800,1225305,0,2,41042,1
11190,111190,800,1225305,1,2,45026,2
11191,111191,800,1225305,2,2,44603,2
11192,111192,800,1225305,3,2,698,1
11193,111193,800,1225305,4,2,40041,1
11194,111194,800,1226701,0,1,45818,1
11195,111195,800,1226701,1,1,9820,1
11196,111196,800,1230931,0,2,9900,2
11197,111197,800,1230931,1,2,77004,1
11198,111198,800,1230931,2,2,798,2
11199,111199,800,1230931,3,2,35893,2
11200,111200,800,1231935,0,3,45892,3
11201,111201,800,1232451,0,2,67275,1
11202,111202,800,1232451,1,2,83668,2
11203,111203,800,1236693,0,2,42525,2
11204,111204,800,1236693,1,2,29721,2
11205,111205,800,1236693,2,2,17420,2
11206,111206,800,1237681,0,3,8383,2
11207,111207,800,1238165,0,4,1154,4
11208,111208,800,1238165,1,4,64383,3
11209,111209,800,1240587,0,2,64139,1
11210,111210,800,1240587,1,2,26963,3
11211,111211,800,1240587,2,2,53021,2
11212,111212,800,1241485,0,2,100001,2
11213,111213,800,1241485,1,2,88852,2
11214,111214,800,1241485,2,2,3027,2
11215,111215,800,1241485,3,2,100001,1
11216,111216,800,1241485,4,2,100001,2
11217,111217,800,1241485,5,2,37269,1
11218,111218,800,1241485,6,2,522,1
11219,111219,800,1241485,7,2,24915,1
11220,111220,800,1241485,8,2,33928,2
11221,111221,800,1241886,0,3,48256,3
11222,111222,800,1241886,1,3,26198,3
11223,111223,800,1243295,0,1,16750,1
11224,111224,800,1244759,0,1,32061,1
11225,111225,800,1244759,1,1,100001,1
11226,111226,800,1244759,2,1,87205,1
11227,111227,800,1245105,0,4,57279,2
11228,111228,800,1248284,0,1,57233,1
11229,111229,800,1248284,1,1,20303,1
11230,111230,800,1248329,0,4,45026,3
11231,111231,800,1248329,1,4,80201,1
11232,111232,800,1248816,0,2,100001,2
11233,111233,800,1259079,0,2,18907,2
11234,111234,800,1259079,1,2,29240,3
11235,111235,800,1259079,2,2,18663,2
11236,111236,800,1263651,0,1,11102,1
11237,111237,800,1263651,1,1,59604,1
11238,111238,800,1269270,0,2,26752,2
11239,111239,800,1269270,1,2,100001,1
11240,111240,800,1269270,2,2,38481,2
11241,111241,800,1269270,3,2,52616,2
11242,111242,800,1269270,4,2,100001,1
11243,111243,800,1269921,0,2,90579,2
11244,111244,800,1269921,1,2,100001,2
11245,111245,800,1269921,2,2,100001,2
11246,111246,800,1270072,0,1,43456,1
11247,111247,800,1270072,1,1,1451,2
11248,111248,800,1270072,2,1,30862,1
11249,111249,800,1272470,0,2,100001,3
11250,111250,800,1272470,1,2,62229,1
11251,111251,800,1275969,0,1,46031,0
11252,111252,800,1276481,0,4,73654,2
11253,111253,800,1276481,1,4,100001,4
11254,111254,800,1276481,2,4,12110,4
11255,111255,800,1276481,3,4,100001,2
11256,111256,800,1277736,0,2,8947,2
11257,111257,800,1279218,0,2,34822,1
11258,111258,800,1281388,0,2,100001,2
11259,111259,800,1281388,1,2,100001,2
11260,111260,800,1281388,2,2,100001,2
11261,111261,800,1283646,0,3,1889,2
11262,111262,800,1284742,0,4,73135,2
11263,111263,800,1284742,1,4,77798,2
11264,111264,800,1286142,0,1,1836,1
11265,111265,800,1286142,1,1,11911,0
11266,111266,800,1286142,2,1,37614,1
11267,111267,800,1287772,0,3,18501,3
11268,111268,800,1287772,1,3,78950,3
11269,111269,800,1288241,0,4,100001,2
11270,111270,800,1288241,1,4,66107,3
11271,111271,800,1288241,2,4,76148,3
11272,111272,800,1290838,0,3,100001,3
11273,111273,800,1290838,1,3,43581,2
11274,111274,800,1290838,2,3,56632,3
11275,111275,800,1292660,0,4,100001,2
11276,111276,800,1292660,1,4,98279,2
11277,111277,800,1292660,2,4,100001,4
11278,111278,800,1292660,3,4,100001,2
11279,111279,800,1295744,0,2,100001,2
11280,111280,800,1295744,1,2,100001,1
11281,111281,800,1295904,0,1,47214,1
11282,111282,800,1295904,1,1,16892,1
11283,111283,800,1295904,2,1,36140,1
11284,111284,800,1296365,0,2,100001,3
11285,111285,800,1296365,1,2,94444,1
11286,111286,800,1296365,2,2,20916,1
11287,111287,800,1299793,0,4,79822,3
11288,111288,800,1299793,1,4,100001,2
11289,111289,800,1300359,0,1,41868,1
11290,111290,800,1300359,1,1,43056,2
11291,111291,800,1300359,2,1,1755,1
11292,111292,800,1300558,0,4,69597,6
11293,111293,800,1300558,1,4,65366,1
11294,111294,800,1300558,2,4,100001,2
11295,111295,800,1300558,3,4,100001,2
11296,111296,800,1300558,4,4,37650,3
11297,111297,800,1300558,5,4,100001,3
11298,111298,800,1300558,6,4,73022,4
11299,111299,800,1300558,7,4,82668,2
11300,111300,800,1300558,8,4,41792,2
11301,111301,800,1300558,9,4,76382,1
11302,111302,800,1300558,10,4,39289,3
11303,111303,800,1303415,0,1,58580,1
11304,111304,800,1303415,1,1,2035,1
11305,111305,800,1307077,0,2,38565,2
11306,111306,800,1307077,1,2,13132,1
11307,111307,800,1307077,2,2,38690,2
11308,111308,800,1311096,0,2,100001,2
11309,111309,800,1311096,1,2,70686,1
11310,111310,800,1311096,2,2,21511,1
11311,111311,800,1311096,3,2,93924,3
11312,111312,800,1311096,4,2,79529,3
11313,111313,800,1311354,0,1,13274,1
11314,111314,800,1312517,0,3,100001,2
11315,111315,800,1312517,1,3,100001,1
11316,111316,800,1315484,0,3,59087,1
11317,111317,800,1315484,1,3,75643,3
11318,111318,800,1315484,2,3,100001,2
11319,111319,800,1319719,0,3,100001,3
11320,111320,800,1325810,0,1,56254,1
11321,111321,800,1325810,1,1,57922,1
11322,111322,800,1325810,2,1,39948,1
11323,111323,800,1326636,0,2,81201,1
11324,111324,800,1326636,1,2,100001,2
11325,111325,800,1326636,2,2,73319,0
11326,111326,800,1327008,0,2,100001,3
11327,111327,800,1327072,0,2,69358,3
11328,111328,800,1327072,1,2,59041,0
11329,111329,800,1327072,2,2,35096,2
11330,111330,800,1327528,0,2,68523,2
11331,111331,800,1327528,1,2,67597,2
11332,111332,800,1329609,0,1,21965,2
11333,111333,800,1329609,1,1,10197,1
11334,111334,800,1329667,0,1,10258,1
11335,111335,800,1329667,1,1,100001,0
11336,111336,800,1329667,2,1,57079,1
11337,111337,800,1329830,0,2,18445,1
11338,111338,800,1329830,1,2,60299,3
11339,111339,800,1329830,2,2,58543,1
11340,111340,800,1330120,0,2,12673,2
11341,111341,800,1330120,1,2,58604,2
11342,111342,800,1330120,2,2,100001,2
11343,111343,800,1331314,0,2,100001,2
11344,111344,800,1331314,1,2,34424,2
11345,111345,800,1331314,2,2,2778,2
11346,111346,800,1332995,0,2,1318,2
11347,111347,800,1333828,0,2,26918,2
11348,111348,800,1333828,1,2,98030,2
11349,111349,800,1334807,0,3,21954,2
11350,111350,800,1334807,1,3,66975,2
11351,111351,800,1334807,2,3,98777,2
11352,111352,800,1336716,0,2,58747,1
11353,111353,800,1341345,0,1,38421,1
11354,111354,800,1343023,0,2,44243,2
11355,111355,800,1343023,1,2,48022,2
11356,111356,800,1344946,0,1,20149,0
11357,111357,800,1344946,1,1,46336,1
11358,111358,800,1345497,0,1,13149,1
11359,111359,800,1345497,1,1,27979,1
11360,111360,800,1347158,0,1,3078,1
11361,111361,800,1348629,0,2,45026,1
11362,111362,800,1348629,1,2,33630,4
11363,111363,800,1349988,0,3,100001,3
11364,111364,800,1349988,1,3,77669,2
11365,111365,800,1350187,0,2,65776,2
11366,111366,800,1350187,1,2,100001,4
11367,111367,800,1350187,2,2,100001,2
11368,111368,800,1351497,0,3,9817,3
11369,111369,800,1351497,1,3,100001,2
11370,111370,800,1351497,2,3,40433,2
11371,111371,800,1355675,0,4,100001,2
11372,111372,800,1355925,0,2,80795,1
11373,111373,800,1355925,1,2,100001,0
11374,111374,800,1357004,0,1,84368,1
11375,111375,800,1357325,0,4,100001,3
11376,111376,800,1357325,1,4,100001,1
11377,111377,800,1357325,2,4,2754,3
11378,111378,800,1358278,0,1,20184,1
11379,111379,800,1358278,1,1,47142,2
11380,111380,800,1358278,2,1,45026,1
11381,111381,800,1358409,0,2,60676,1
11382,111382,800,1358409,1,2,100001,2
11383,111383,800,1358684,0,2,100001,1
11384,111384,800,1358684,1,2,73467,2
11385,111385,800,1359358,0,1,35553,1
11386,111386,800,1359364,0,4,83071,2
11387,111387,800,1359364,1,4,71327,2
11388,111388,800,1359364,2,4,79719,3
11389,111389,800,1359364,3,4,61904,2
11390,111390,800,1362845,0,3,68494,2
11391,111391,800,1363001,0,1,6582,1
11392,111392,800,1363001,1,1,90702,1
11393,111393,800,1363001,2,1,17278,1
11394,111394,800,1364245,0,4,37361,0
11395,111395,800,1364245,1,4,100001,2
11396,111396,800,1364908,0,1,261,2
11397,111397,800,1364908,1,1,46187,1
11398,111398,800,1364908,2,1,30334,1
11399,111399,800,1364908,3,1,39740,1
11400,111400,800,1364908,4,1,14698,1
11401,111401,800,1364908,5,1,25291,1
11402,111402,800,1365048,0,4,87976,4
11403,111403,800,1365048,1,4,100001,2
11404,111404,800,1365048,2,4,20811,0
11405,111405,800,1370754,0,1,20981,1
11406,111406,800,1370754,1,1,45026,1
11407,111407,800,1375308,0,3,45026,3
11408,111408,800,1375308,1,3,77845,1
11409,111409,800,1375308,2,3,100001,3
11410,111410,800,1378342,0,4,78136,2
11411,111411,800,1378432,0,2,100001,2
11412,111412,800,1378432,1,2,100001,1
11413,111413,800,1378432,2,2,10636,2
11414,111414,800,1378572,0,4,62958,2
11415,111415,800,1378572,1,4,100001,3
11416,111416,800,1382841,0,2,28804,2
11417,111417,800,1382841,1,2,42881,2
11418,111418,800,1382841,2,2,24313,2
11419,111419,800,1388083,0,2,61948,2
11420,111420,800,1389248,0,2,61786,2
11421,111421,800,1389248,1,2,42850,2
11422,111422,800,1389248,2,2,987,0
11423,111423,800,1389248,3,2,60009,1
11424,111424,800,1396290,0,1,29866,1
11425,111425,800,1396290,1,1,25482,1
11426,111426,800,1396290,2,1,14251,1
11427,111427,800,1396290,3,1,52443,1
11428,111428,800,1396290,4,1,6653,1
11429,111429,800,1396290,5,1,45026,0
11430,111430,800,1396290,6,1,6381,0
11431,111431,800,1396772,0,2,35209,1
11432,111432,800,1396772,1,2,11172,2
11433,111433,800,1396772,2,2,276,2
11434,111434,800,1397347,0,1,15620,2
11435,111435,800,1397347,1,1,84402,2
11436,111436,800,1397347,2,1,9370,0
11437,111437,800,1397347,3,1,17021,1
11438,111438,800,1397347,4,1,41134,1
11439,111439,800,1397347,5,1,6112,1
11440,111440,800,1397347,6,1,100001,0
11441,111441,800,1400591,0,1,62710,1
11442,111442,800,1400591,1,1,38967,1
11443,111443,800,1400871,0,2,56514,2
11444,111444,800,1400871,1,2,100001,2
11445,111445,800,1400871,2,2,89277,2
11446,111446,800,1400920,0,2,34684,2
11447,111447,800,1400920,1,2,30703,4
11448,111448,800,1405553,0,1,12826,1
11449,111449,800,1405553,1,1,100001,1
11450,111450,800,1412890,0,4,26694,4
11451,111451,800,1413366,0,2,20550,0
11452,111452,800,1413972,0,2,29984,0
11453,111453,800,1413972,1,2,50569,1
11454,111454,901,3705,0,4,100001,2
11455,111455,901,3705,1,4,100001,2
11456,111456,901,3705,2,4,100001,0
11457,111457,901,3705,3,4,100001,2
11458,111458,901,3705,4,4,100001,2
11459,111459,901,3960,0,2,100001,2
11460,111460,901,11119,0,2,35031,1
11461,111461,901,11119,1,2,100001,2
11462,111462,901,11119,2,2,100001,2
11463,111463,901,13619,0,2,100001,0
11464,111464,901,13619,1,2,100001,1
11465,111465,901,15489,0,2,100001,2
11466,111466,901,16265,0,3,26174,2
11467,111467,901,17400,0,1,29576,1
11468,111468,901,17400,1,1,10480,0
11469,111469,901,18713,0,2,100001,2
11470,111470,901,18713,1,2,97404,2
11471,111471,901,18713,2,2,60639,1
11472,111472,901,18713,3,2,40471,1
11473,111473,901,18713,4,2,23207,1
11474,111474,901,18713,5,2,16963,2
11475,111475,901,20200,0,2,50247,1
11476,111476,901,23510,0,1,44871,1
11477,111477,901,24920,0,1,15456,0
11478,111478,901,24920,1,1,69127,0
11479,111479,901,27600,0,2,11203,2
11480,111480,901,27600,1,2,14357,1
11481,111481,901,27674,0,2,99446,2
11482,111482,901,27674,1,2,24299,1
11483,111483,901,28752,0,2,52002,2
11484,111484,901,28752,1,2,81885,2
11485,111485,901,29917,0,1,30366,2
11486,111486,901,29917,1,1,6650,0
11487,111487,901,30428,0,1,37452,6
11488,111488,901,30428,1,1,39613,0
11489,111489,901,33253,0,1,4340,1
11490,111490,901,33684,0,1,7978,2
11491,111491,901,37441,0,4,38818,1
11492,111492,901,39253,0,4,63173,2
11493,111493,901,39253,1,4,100001,2
11494,111494,901,39253,2,4,28185,2
11495,111495,901,39253,3,4,100001,3
11496,111496,901,39253,4,4,81993,2
11497,111497,901,41528,0,3,70081,2
11498,111498,901,41528,1,3,81036,3
11499,111499,901,41617,0,1,11072,1
11500,111500,901,41617,1,1,100001,1
11501,111501,901,44028,0,1,24458,1
11502,111502,901,44028,1,1,89926,1
11503,111503,901,44048,0,4,100001,2
11504,111504,901,44769,0,2,64245,2
11505,111505,901,44769,1,2,100001,1
11506,111506,901,45608,0,1,40375,0
11507,111507,901,48058,0,3,8856,2
11508,111508,901,48058,1,3,1003,1
11509,111509,901,49324,0,1,1746,1
11510,111510,901,49324,1,1,41155,1
