household_id,building_id,tract,serial_number,repeat_index,persons,income,num_vehicles,,,,
15469,2306,902,1155809,1,4+,40000+,2,,,,
15470,43303,902,1155809,2,4+,40000+,2,,,,
15471,62368,902,1158527,0,1,<=40000,1,,,,
15472,26582,902,1158527,1,1,<=40000,0,,,,
15473,32188,902,1158527,2,1,<=40000,1,,,,
15474,74348,902,1158527,3,1,<=40000,1,,,,
15475,66829,902,1158688,0,1,<=40000,1,,,,
15476,53677,902,1158688,1,1,<=40000,0,,,,
15477,54052,902,1158688,2,1,<=40000,2,,,,
15478,43165,902,1158688,3,1,<=40000,1,,,,
15479,12112,902,1158688,4,1,<=40000,1,,,,
15480,71069,902,1158770,0,4+,40000+,2,,,,
15481,58273,902,1158770,1,4+,40000+,2,,,,
15482,31934,902,1158770,2,4+,40000+,2,,,,
15483,28995,902,1158770,3,4+,40000+,2,,,,
15484,49419,902,1158770,4,4+,40000+,3,,,,
15485,43236,902,1161145,0,2,40000+,2,,,,
15486,19619,902,1164481,0,3,40000+,3,,,,
15487,76825,902,1164481,1,3,<=40000,1,,,,
15488,37847,902,1164481,2,3,<=40000,3,,,,
15489,8332,902,1164481,3,3,<=40000,3,,,,
15490,59716,902,1167861,0,1,<=40000,1,,,,
15491,46186,902,1167861,1,1,<=40000,1,,,,
15492,18291,902,1167861,2,1,<=40000,1,,,,
15493,45578,902,1168253,0,4+,<=40000,2,,,,
15494,25942,902,1168253,1,4+,<=40000,3,,,,
15495,56540,902,1168253,2,4+,40000+,2,,,,
15496,1065,902,1168253,3,4+,40000+,3,,,,
15497,48280,902,1168253,4,4+,<=40000,2,,,,
15498,18510,902,1172553,0,1,<=40000,1,,,,
15499,53661,902,1172553,1,1,<=40000,3,,,,
15500,27770,902,1172818,0,2,<=40000,2,,,,
15501,63285,902,1172818,1,2,40000+,2,,,,
15502,14936,902,1174637,0,2,<=40000,3,,,,
15503,3157,902,1184081,0,1,<=40000,1,,,,
15504,62464,902,1184081,1,1,<=40000,1,,,,
15505,33915,902,1191161,0,1,<=40000,1,,,,
15506,23323,902,1191161,1,1,<=40000,1,,,,
15507,23457,902,1191161,2,1,<=40000,1,,,,
15508,38889,902,1191161,3,1,<=40000,0,,,,
15509,12737,902,1191161,4,1,<=40000,1,,,,
15510,737,902,1195079,0,1,<=40000,1,,,,
15511,68856,902,1195079,1,1,<=40000,1,,,,
15512,51216,902,1195079,2,1,<=40000,1,,,,
15513,76876,902,1195079,3,1,<=40000,1,,,,
15514,56050,902,1197343,0,1,<=40000,0,,,,
15515,63454,902,1197343,1,1,<=40000,1,,,,
15516,54878,902,1197343,2,1,<=40000,2,,,,
15517,39369,902,1199653,0,2,40000+,2,,,,
15518,11788,902,1199653,1,2,40000+,2,,,,
15519,67781,902,1199653,2,2,40000+,2,,,,
15520,45600,902,1200298,0,1,<=40000,1,,,,
15521,77029,902,1200846,0,2,40000+,2,,,,
15522,58204,902,1203397,0,3,<=40000,2,,,,
15523,668,902,1203397,1,3,40000+,6,,,,
15524,25200,902,1203397,2,3,40000+,1,,,,
15525,264,902,1203397,3,3,40000+,2,,,,
15526,49229,902,1203397,4,3,40000+,3,,,,
15527,19265,902,1208187,0,3,40000+,2,,,,
15528,70888,902,1208187,1,3,40000+,6,,,,
15529,59248,902,1208187,2,3,40000+,4,,,,
15530,72677,902,1208187,3,3,40000+,3,,,,
15531,60561,902,1208187,4,3,40000+,2,,,,
15532,43694,902,1208302,0,1,<=40000,1,,,,
15533,14392,902,1208302,1,1,<=40000,1,,,,
15534,69977,902,1208302,2,1,<=40000,0,,,,
15535,5981,902,1208302,3,1,<=40000,0,,,,
15536,47358,902,1208302,4,1,<=40000,1,,,,
15537,49984,902,1210668,0,4+,40000+,1,,,,
15538,76807,902,1213040,0,2,<=40000,1,,,,
15539,74367,902,1213066,0,4+,40000+,1,,,,
15540,66254,902,1213066,1,4+,40000+,2,,,,
15541,39439,902,1213066,2,4+,40000+,2,,,,
15542,17171,902,1213066,3,4+,40000+,2,,,,
15543,59944,902,1214014,0,4+,40000+,2,,,,
15544,17201,902,1214014,1,4+,40000+,4,,,,
15545,19988,902,1214014,2,4+,40000+,3,,,,
15546,38775,902,1215641,0,2,40000+,4,,,,
15547,3212,902,1215641,1,2,40000+,3,,,,
15548,46658,902,1215641,2,2,<=40000,2,,,,
15549,50425,902,1215641,3,2,<=40000,2,,,,
15550,18361,902,1217311,0,1,<=40000,0,,,,
15551,27055,902,1217311,1,1,<=40000,1,,,,
15552,44690,902,1217311,2,1,<=40000,1,,,,
15553,20928,902,1223032,0,4+,40000+,3,,,,
15554,9337,902,1223032,1,4+,40000+,0,,,,
15555,73721,902,1223032,2,4+,40000+,2,,,,
15556,31268,902,1223688,0,1,<=40000,1,,,,
15557,13822,902,1223688,1,1,<=40000,1,,,,
15558,77985,902,1223688,2,1,<=40000,2,,,,
15559,54183,902,1223688,3,1,<=40000,1,,,,
15560,31961,902,1225096,0,2,40000+,2,,,,
15561,56379,902,1225096,1,2,40000+,1,,,,
15562,62787,902,1225096,2,2,<=40000,4,,,,
15563,67946,902,1225096,3,2,<=40000,1,,,,
15564,36063,902,1225096,4,2,40000+,2,,,,
15565,69991,902,1225096,5,2,<=40000,2,,,,
15566,6889,902,1230272,0,1,<=40000,1,,,,
15567,60953,902,1230272,1,1,<=40000,1,,,,
15568,36745,902,1230272,2,1,<=40000,1,,,,
15569,11246,902,1230272,3,1,<=40000,1,,,,
15570,14691,902,1230272,4,1,<=40000,0,,,,
15571,47080,902,1230272,5,1,<=40000,1,,,,
15572,3096,902,1231180,0,1,<=40000,1,,,,
15573,18910,902,1231180,1,1,<=40000,0,,,,
15574,59852,902,1231180,2,1,<=40000,1,,,,
15575,39531,902,1231180,3,1,<=40000,1,,,,
15576,59294,902,1231180,4,1,<=40000,1,,,,
15577,66984,902,1232608,0,1,<=40000,3,,,,
15578,67064,902,1232608,1,1,<=40000,1,,,,
15579,67526,902,1232608,2,1,<=40000,0,,,,
15580,64507,902,1232608,3,1,<=40000,1,,,,
15581,28146,902,1234245,0,4+,40000+,1,,,,
15582,63061,902,1234245,1,4+,40000+,3,,,,
15583,63722,902,1234245,2,4+,40000+,3,,,,
15584,35824,902,1236496,0,2,40000+,1,,,,
15585,33479,902,1237056,0,3,40000+,2,,,,
15586,65492,902,1237056,1,3,40000+,2,,,,
15587,50957,902,1237056,2,3,<=40000,2,,,,
15588,11170,902,1237056,3,3,40000+,3,,,,
15589,51594,902,1237056,4,3,40000+,3,,,,
15590,30347,902,1237800,0,4+,40000+,2,,,,
15591,67345,902,1237800,1,4+,40000+,3,,,,
15592,72020,902,1237800,2,4+,<=40000,2,,,,
15593,33023,902,1238745,0,2,40000+,1,,,,
15594,33336,902,1240899,0,3,40000+,3,,,,
15595,68188,902,1240899,1,3,40000+,1,,,,
15596,12449,902,1242648,0,1,<=40000,0,,,,
15597,66015,902,1242648,1,1,<=40000,1,,,,
15598,47566,902,1242648,2,1,<=40000,1,,,,
15599,9260,902,1245250,0,4+,40000+,2,,,,
15600,64580,902,1245250,1,4+,40000+,1,,,,
15601,41126,902,1246212,0,2,<=40000,2,,,,
15602,64931,902,1246212,1,2,<=40000,2,,,,
15603,44633,902,1246212,2,2,40000+,2,,,,
15604,64130,902,1247458,0,4+,40000+,2,,,,
15605,32264,902,1247458,1,4+,40000+,2,,,,
15606,33115,902,1247458,2,4+,<=40000,1,,,,
15607,10687,902,1247458,3,4+,40000+,2,,,,
15608,16401,902,1248355,0,1,<=40000,1,,,,
15609,67887,902,1248618,0,4+,40000+,2,,,,
15610,39553,902,1248618,1,4+,40000+,2,,,,
15611,47590,902,1248618,2,4+,<=40000,2,,,,
15612,3765,902,1249561,0,2,40000+,1,,,,
15613,62254,902,1249561,1,2,<=40000,1,,,,
15614,66735,902,1249561,2,2,40000+,1,,,,
15615,26328,902,1249777,0,2,40000+,1,,,,
15616,9944,902,1249777,1,2,<=40000,2,,,,
15617,47693,902,1249777,2,2,<=40000,0,,,,
15618,76929,902,1249777,3,2,40000+,2,,,,
15619,76875,902,1250932,0,3,<=40000,3,,,,
15620,62553,902,1250932,1,3,40000+,3,,,,
15621,13264,902,1250932,2,3,<=40000,4,,,,
15622,43196,902,1250932,3,3,<=40000,2,,,,
15623,35929,902,1256935,0,1,<=40000,1,,,,
15624,67984,902,1256935,1,1,<=40000,1,,,,
15625,48737,902,1258943,0,2,<=40000,2,,,,
15626,19280,902,1258943,1,2,40000+,2,,,,
15627,15840,902,1258943,2,2,<=40000,1,,,,
15628,6712,902,1258943,3,2,<=40000,2,,,,
15629,68306,902,1261353,0,2,<=40000,2,,,,
15630,56676,902,1261353,1,2,40000+,1,,,,
15631,69859,902,1263661,0,2,40000+,3,,,,
15632,5474,902,1263661,1,2,40000+,2,,,,
15633,65730,902,1263661,2,2,<=40000,1,,,,
15634,33170,902,1266750,0,2,<=40000,1,,,,
15635,27652,902,1266750,1,2,40000+,3,,,,
15636,45209,902,1266750,2,2,40000+,2,,,,
15637,19572,902,1266750,3,2,<=40000,1,,,,
15638,68884,902,1266750,4,2,<=40000,3,,,,
15639,34001,902,1268166,0,2,40000+,0,,,,
15640,59284,902,1268166,1,2,<=40000,1,,,,
15641,4250,902,1268166,2,2,<=40000,1,,,,
15642,25215,902,1268166,3,2,40000+,1,,,,
15643,6139,902,1268652,0,1,<=40000,1,,,,
15644,9632,902,1268652,1,1,<=40000,2,,,,
15645,66247,902,1273091,0,2,40000+,1,,,,
15646,51874,902,1273091,1,2,40000+,2,,,,
15647,59991,902,1273091,2,2,40000+,2,,,,
15648,40022,902,1273091,3,2,40000+,1,,,,
15649,49796,902,1273149,0,2,40000+,2,,,,
15650,11659,902,1273149,1,2,<=40000,2,,,,
15651,51257,902,1273149,2,2,40000+,0,,,,
15652,68311,902,1273149,3,2,40000+,2,,,,
15653,16116,902,1273149,4,2,<=40000,2,,,,
15654,51460,902,1273149,5,2,40000+,1,,,,
15655,1869,902,1273149,6,2,<=40000,2,,,,
15656,2724,902,1273149,7,2,<=40000,3,,,,
15657,68185,902,1273149,8,2,<=40000,3,,,,
15658,9638,902,1273149,9,2,40000+,2,,,,
15659,69579,902,1273149,10,2,40000+,1,,,,
15660,28100,902,1273149,11,2,<=40000,2,,,,
15661,19957,902,1273149,12,2,40000+,1,,,,
15662,3300,902,1273149,13,2,<=40000,2,,,,
15663,47274,902,1274203,0,4+,<=40000,5,,,,
15664,12955,902,1274203,1,4+,40000+,2,,,,
15665,11060,902,1274954,0,1,<=40000,3,,,,
15666,13035,902,1274954,1,1,<=40000,1,,,,
15667,68368,902,1274954,2,1,<=40000,1,,,,
15668,20286,902,1277889,0,2,<=40000,1,,,,
15669,40019,902,1279463,0,4+,<=40000,3,,,,
15670,61629,902,1280061,0,2,<=40000,2,,,,
15671,44319,902,1280061,1,2,<=40000,2,,,,
15672,62681,902,1280681,0,1,<=40000,1,,,,
15673,902,902,1282753,0,4+,40000+,2,,,,
15674,30553,902,1282753,1,4+,40000+,0,,,,
15675,68859,902,1282753,2,4+,40000+,1,,,,
15676,31661,902,1285918,0,4+,40000+,3,,,,
15677,58895,902,1285918,1,4+,40000+,0,,,,
15678,18579,902,1285918,2,4+,40000+,3,,,,
15679,69621,902,1285918,3,4+,40000+,2,,,,
15680,59934,902,1285918,4,4+,40000+,2,,,,
15681,75330,902,1286190,0,2,<=40000,1,,,,
15682,7609,902,1286190,1,2,40000+,3,,,,
15683,11505,902,1286190,2,2,<=40000,2,,,,
15684,2800,902,1286190,3,2,<=40000,0,,,,
15685,66028,902,1288875,0,3,40000+,3,,,,
15686,5054,902,1288875,1,3,40000+,3,,,,
15687,54399,902,1288875,2,3,<=40000,4,,,,
15688,36994,902,1289257,0,1,<=40000,1,,,,
15689,63420,902,1289626,0,2,40000+,0,,,,
15690,67074,902,1289626,1,2,40000+,3,,,,
15691,29466,902,1289626,2,2,40000+,0,,,,
15692,52889,902,1289626,3,2,<=40000,3,,,,
15693,61583,902,1291155,0,1,<=40000,1,,,,
15694,39323,902,1291155,1,1,<=40000,1,,,,
15695,69442,902,1291155,2,1,<=40000,1,,,,
15696,37840,902,1292661,0,1,<=40000,1,,,,
15697,61379,902,1292661,1,1,<=40000,1,,,,
15698,55085,902,1292661,2,1,<=40000,1,,,,
15699,34387,902,1292661,3,1,<=40000,1,,,,
15700,19099,902,1292661,4,1,<=40000,1,,,,
15701,33676,902,1292661,5,1,<=40000,0,,,,
15702,31736,902,1296392,0,4+,40000+,2,,,,
15703,16798,902,1296392,1,4+,<=40000,2,,,,
15704,29284,902,1296392,2,4+,40000+,5,,,,
15705,32256,902,1296766,0,3,40000+,3,,,,
15706,35359,902,1296766,1,3,<=40000,2,,,,
15707,549,902,1296766,2,3,40000+,3,,,,
15708,61525,902,1298736,0,1,<=40000,2,,,,
15709,36689,902,1298736,1,1,<=40000,1,,,,
15710,36341,902,1298736,2,1,<=40000,1,,,,
15711,16993,902,1301290,0,3,40000+,1,,,,
15712,61722,902,1304321,0,2,40000+,0,,,,
15713,75476,902,1304321,1,2,40000+,0,,,,
15714,72574,902,1304321,2,2,<=40000,2,,,,
15715,30103,902,1304321,3,2,40000+,2,,,,
15716,6882,902,1304913,0,2,<=40000,1,,,,
15717,11833,902,1307248,0,2,40000+,3,,,,
15718,36938,902,1309407,0,3,40000+,2,,,,
15719,71057,902,1309407,1,3,<=40000,2,,,,
15720,8017,902,1309407,2,3,40000+,4,,,,
15721,71244,902,1314018,0,4+,40000+,2,,,,
15722,25078,902,1320709,0,1,<=40000,1,,,,
15723,10159,902,1320709,1,1,<=40000,1,,,,
15724,10529,902,1320709,2,1,<=40000,1,,,,
15725,75787,902,1320806,0,2,<=40000,2,,,,
15726,32659,902,1320850,0,4+,40000+,2,,,,
15727,14422,902,1320850,1,4+,40000+,2,,,,
15728,58930,902,1320850,2,4+,40000+,5,,,,
15729,65904,902,1320850,3,4+,40000+,3,,,,
15730,26814,902,1320850,4,4+,40000+,2,,,,
15731,63343,902,1320888,0,2,40000+,2,,,,
15732,53040,902,1320888,1,2,<=40000,2,,,,
15733,45786,902,1323032,0,1,<=40000,1,,,,
15734,48278,902,1323032,1,1,<=40000,1,,,,
15735,49538,902,1323032,2,1,<=40000,1,,,,
15736,35687,902,1323032,3,1,<=40000,2,,,,
15737,69689,902,1323032,4,1,<=40000,0,,,,
15738,67327,902,1323032,5,1,<=40000,1,,,,
15739,32594,902,1323032,6,1,<=40000,1,,,,
15740,34600,902,1323032,7,1,<=40000,0,,,,
15741,9873,902,1324864,0,1,<=40000,1,,,,
15742,67058,902,1329167,0,2,40000+,2,,,,
15743,72258,902,1329167,1,2,40000+,2,,,,
15744,72551,902,1333693,0,1,<=40000,1,,,,
15745,38957,902,1334122,0,4+,40000+,4,,,,
15746,27224,902,1334122,1,4+,40000+,2,,,,
15747,886,902,1334122,2,4+,<=40000,3,,,,
15748,9764,902,1334122,3,4+,40000+,2,,,,
15749,47498,902,1336211,0,2,<=40000,2,,,,
15750,44504,902,1336211,1,2,40000+,2,,,,
15751,34070,902,1336211,2,2,<=40000,1,,,,
15752,34880,902,1336211,3,2,<=40000,1,,,,
15753,40382,902,1340207,0,1,<=40000,1,,,,
15754,57236,902,1342092,0,4+,40000+,3,,,,
15755,60525,902,1342092,1,4+,40000+,3,,,,
15756,43420,902,1342092,2,4+,<=40000,0,,,,
15757,73531,902,1342092,3,4+,40000+,3,,,,
15758,59212,902,1345874,0,1,<=40000,1,,,,
15759,41217,902,1348665,0,1,<=40000,0,,,,
15760,27553,902,1348665,1,1,<=40000,2,,,,
15761,2720,902,1351595,0,2,40000+,1,,,,
15762,54789,902,1351595,1,2,<=40000,2,,,,
15763,5037,902,1355269,0,1,<=40000,1,,,,
15764,40732,902,1355269,1,1,<=40000,1,,,,
15765,36553,902,1362004,0,4+,<=40000,2,,,,
15766,17763,902,1369098,0,2,40000+,2,,,,
15767,12658,902,1369098,1,2,<=40000,4,,,,
15768,3531,902,1369098,2,2,<=40000,1,,,,
15769,21414,902,1369098,3,2,<=40000,2,,,,
15770,66458,902,1370488,0,2,<=40000,2,,,,
15771,24126,902,1370488,1,2,40000+,1,,,,
15772,33919,902,1372728,0,1,<=40000,1,,,,
15773,25320,902,1372728,1,1,<=40000,1,,,,
15774,76614,902,1372728,2,1,<=40000,0,,,,
15775,6250,902,1372728,3,1,<=40000,1,,,,
15776,13054,902,1375178,0,1,<=40000,1,,,,
15777,69957,902,1375178,1,1,<=40000,1,,,,
15778,23837,902,1375178,2,1,<=40000,1,,,,
15779,62076,902,1376268,0,2,40000+,2,,,,
15780,71157,902,1376268,1,2,40000+,2,,,,
15781,45277,902,1376268,2,2,40000+,1,,,,
15782,62233,902,1377236,0,3,40000+,1,,,,
15783,44929,902,1379935,0,2,40000+,2,,,,
15784,71727,902,1384665,0,1,<=40000,1,,,,
15785,38357,902,1386270,0,2,40000+,2,,,,
15786,31094,902,1386270,1,2,40000+,2,,,,
15787,52107,902,1386270,2,2,<=40000,2,,,,
15788,2542,902,1387845,0,4+,40000+,0,,,,
15789,7674,902,1387845,1,4+,40000+,1,,,,
15790,11478,902,1387845,2,4+,40000+,3,,,,
15791,6725,902,1387845,3,4+,40000+,3,,,,
15792,16947,902,1392925,0,1,<=40000,1,,,,
15793,76694,902,1392925,1,1,<=40000,0,,,,
15794,51619,902,1392925,2,1,<=40000,1,,,,
15795,8354,902,1392925,3,1,<=40000,1,,,,
15796,34926,902,1392925,4,1,<=40000,1,,,,
15797,17981,902,1392925,5,1,<=40000,1,,,,
15798,36534,902,1393494,0,1,<=40000,1,,,,
15799,60234,902,1393626,0,1,<=40000,1,,,,
15800,42197,902,1393626,1,1,<=40000,2,,,,
15801,57729,902,1399638,0,1,<=40000,1,,,,
15802,69708,902,1399638,1,1,<=40000,0,,,,
15803,26047,902,1399638,2,1,<=40000,1,,,,
15804,63612,902,1399638,3,1,<=40000,2,,,,
15805,66951,902,1401315,0,2,40000+,1,,,,
15806,65416,902,1401315,1,2,40000+,1,,,,
15807,20539,902,1401930,0,1,<=40000,1,,,,
15808,61389,902,1401930,1,1,<=40000,0,,,,
15809,9771,902,1402212,0,4+,40000+,1,,,,
15810,45467,902,1402212,1,4+,<=40000,4,,,,
15811,835,902,1403158,0,4+,40000+,3,,,,
15812,52386,902,1403158,1,4+,40000+,3,,,,
15813,19547,902,1411706,0,1,<=40000,1,,,,
15814,11565,902,1413249,0,3,40000+,2,,,,
15815,57034,902,1413249,1,3,<=40000,5,,,,
15816,3075,902,1413249,2,3,40000+,3,,,,
15817,28980,902,1413249,3,3,40000+,2,,,,
15818,67975,902,1413249,4,3,40000+,2,,,,
15819,16677,902,1414789,0,4+,<=40000,4,,,,
15820,49139,902,1414789,1,4+,40000+,3,,,,
15821,61181,902,1414789,2,4+,40000+,2,,,,
15822,18313,902,1414789,3,4+,<=40000,5,,,,
15823,11892,902,1415740,0,4+,40000+,3,,,,
15824,54176,902,1415740,1,4+,40000+,3,,,,
15825,2113,902,1415740,2,4+,40000+,2,,,,
15826,69865,902,1415740,3,4+,<=40000,2,,,,
15827,74346,902,1415740,4,4+,40000+,0,,,,
15828,50400,902,1415740,5,4+,40000+,2,,,,
15829,11775,902,1417796,0,2,<=40000,2,,,,
15830,60331,902,1423822,0,3,40000+,2,,,,
15831,5884,902,1423822,1,3,<=40000,2,,,,
15832,21821,902,1423822,2,3,40000+,2,,,,
15833,52553,902,1423822,3,3,<=40000,4,,,,
15834,766,902,1423822,4,3,40000+,5,,,,
15835,55454,902,1427676,0,2,40000+,0,,,,
15836,37470,902,1427676,1,2,<=40000,1,,,,
15837,2119,902,1427676,2,2,<=40000,2,,,,
15838,70018,902,1427676,3,2,40000+,2,,,,
15839,54662,902,1427676,4,2,<=40000,2,,,,
15840,36229,902,1427676,5,2,40000+,2,,,,
15841,59274,902,1427676,6,2,<=40000,2,,,,
15842,71103,902,1427676,7,2,40000+,1,,,,
15843,4532,902,1427676,8,2,<=40000,2,,,,
15844,43131,902,1427676,9,2,40000+,1,,,,
15845,58527,902,1427676,10,2,<=40000,0,,,,
15846,32656,902,1427676,11,2,<=40000,2,,,,
15847,49762,902,1429443,0,2,40000+,1,,,,
15848,69955,902,1429443,1,2,40000+,2,,,,
15849,20935,902,1429443,2,2,<=40000,2,,,,
15850,5635,902,1429443,3,2,40000+,2,,,,
15851,59520,902,1429443,4,2,40000+,2,,,,
15852,66398,902,1431302,0,2,<=40000,0,,,,
15853,69208,902,1431302,1,2,40000+,2,,,,
15854,61651,902,1432941,0,4+,<=40000,1,,,,
15855,17440,902,1432941,1,4+,<=40000,1,,,,
15856,40954,902,1432941,2,4+,<=40000,2,,,,
15857,74262,902,1432941,3,4+,<=40000,2,,,,
15858,33456,902,1437957,0,2,<=40000,2,,,,
15859,12741,902,1437957,1,2,<=40000,1,,,,
15860,51252,902,1437957,2,2,<=40000,3,,,,
15861,63938,902,1437957,3,2,<=40000,0,,,,
15862,11385,902,1446852,0,1,<=40000,0,,,,
15863,37263,902,1446852,1,1,<=40000,1,,,,
15864,48581,902,1446852,2,1,<=40000,1,,,,
15865,69002,902,1447738,0,2,40000+,2,,,,
15866,73820,902,1451963,0,1,<=40000,2,,,,
15867,33025,902,1452700,0,2,<=40000,3,,,,
15868,8154,902,1452913,0,4+,<=40000,0,,,,
15869,60165,902,1452913,1,4+,40000+,2,,,,
15870,49578,902,1452913,2,4+,<=40000,2,,,,
15871,70322,902,1452913,3,4+,40000+,2,,,,
15872,26142,902,1452913,4,4+,40000+,2,,,,
15873,66278,902,1452913,5,4+,40000+,5,,,,
15874,60278,902,1452913,6,4+,<=40000,2,,,,
15875,35734,902,1452913,7,4+,<=40000,2,,,,
15876,39609,902,1455072,0,1,<=40000,2,,,,
15877,34928,902,1455072,1,1,<=40000,1,,,,
15878,45615,902,1455072,2,1,<=40000,0,,,,
15879,66171,902,1456127,0,3,40000+,3,,,,
15880,67242,902,1456150,0,4+,40000+,3,,,,
15881,69131,902,1456150,1,4+,<=40000,1,,,,
15882,6696,902,1456150,2,4+,<=40000,2,,,,
15883,33130,902,1456150,3,4+,<=40000,2,,,,
15884,60354,902,1458465,0,1,<=40000,1,,,,
15885,1940,902,1458465,1,1,<=40000,1,,,,
15886,19094,902,1458465,2,1,<=40000,1,,,,
15887,75676,902,1462360,0,2,40000+,2,,,,
15888,60294,902,1462360,1,2,40000+,1,,,,
15889,69535,902,1462360,2,2,40000+,2,,,,
15890,65266,902,1462360,3,2,40000+,1,,,,
15891,23255,902,1462360,4,2,<=40000,2,,,,
15892,24103,902,1462360,5,2,40000+,3,,,,
15893,41048,902,1462770,0,1,<=40000,0,,,,
15894,77731,902,1462770,1,1,<=40000,1,,,,
15895,23695,902,1462770,2,1,<=40000,2,,,,
15896,4560,902,1467981,0,2,<=40000,3,,,,
15897,40596,902,1467982,0,1,<=40000,1,,,,
15898,48611,902,1467982,1,1,<=40000,1,,,,
15899,65656,902,1467982,2,1,<=40000,1,,,,
15900,49758,902,1467982,3,1,<=40000,3,,,,
15901,26726,902,1467982,4,1,<=40000,1,,,,
15902,65418,902,1468236,0,1,<=40000,0,,,,
15903,22480,902,1468236,1,1,<=40000,1,,,,
15904,41458,902,1468261,0,2,40000+,1,,,,
15905,58643,902,1468261,1,2,40000+,1,,,,
15906,5578,902,1468261,2,2,<=40000,2,,,,
15907,65330,902,1469032,0,2,40000+,3,,,,
15908,4850,902,1469082,0,4+,40000+,2,,,,
15909,44655,902,1469082,1,4+,40000+,2,,,,
15910,29712,902,1469082,2,4+,40000+,0,,,,
15911,16461,902,1469909,0,2,<=40000,0,,,,
15912,62357,902,1469909,1,2,<=40000,1,,,,
15913,16157,902,1469909,2,2,40000+,3,,,,
15914,6547,902,1469909,3,2,40000+,2,,,,
15915,12076,902,1473583,0,1,<=40000,1,,,,
15916,51864,902,1473583,1,1,<=40000,1,,,,
15917,68362,902,1473583,2,1,<=40000,0,,,,
15918,9773,902,1473583,3,1,<=40000,1,,,,
15919,14123,902,1476211,0,2,<=40000,1,,,,
15920,39892,902,1476211,1,2,40000+,1,,,,
15921,65050,902,1476211,2,2,<=40000,0,,,,
15922,71764,902,1476211,3,2,<=40000,1,,,,
15923,30569,902,1476211,4,2,40000+,2,,,,
15924,52858,902,1480172,0,4+,40000+,3,,,,
15925,12452,902,1483033,0,2,40000+,1,,,,
15926,51280,902,1483033,1,2,40000+,1,,,,
15927,30789,902,1484065,0,3,<=40000,2,,,,
15928,51693,902,1484065,1,3,40000+,2,,,,
15929,46555,902,1484065,2,3,<=40000,2,,,,
15930,33565,902,1485696,0,1,<=40000,2,,,,
15931,65105,902,1488981,0,1,<=40000,1,,,,
15932,16574,902,1488981,1,1,<=40000,1,,,,
15933,14765,902,1488981,2,1,<=40000,1,,,,
15934,56035,902,1488981,3,1,<=40000,1,,,,
15935,70277,902,1489498,0,4+,40000+,3,,,,
15936,55413,902,1489498,1,4+,40000+,2,,,,
15937,55718,902,1489922,0,2,<=40000,3,,,,
15938,41204,902,1489922,1,2,40000+,2,,,,
15939,76572,902,1492979,0,1,<=40000,1,,,,
15940,35475,902,1492979,1,1,<=40000,1,,,,
15941,39803,902,1492979,2,1,<=40000,1,,,,
15942,59948,902,1492979,3,1,<=40000,1,,,,
15943,16557,902,1493101,0,1,<=40000,1,,,,
15944,7883,902,1493101,1,1,<=40000,1,,,,
15945,53504,902,1493101,2,1,<=40000,1,,,,
15946,50015,902,1493101,3,1,<=40000,0,,,,
15947,76651,902,1493101,4,1,<=40000,1,,,,
15948,58743,902,1493101,5,1,<=40000,1,,,,
15949,12108,902,1493101,6,1,<=40000,2,,,,
15950,67398,902,1493101,7,1,<=40000,1,,,,
15951,52569,902,1494248,0,1,<=40000,2,,,,
15952,57222,902,1494248,1,1,<=40000,1,,,,
15953,58635,902,1494248,2,1,<=40000,1,,,,
15954,27020,902,1494248,3,1,<=40000,1,,,,
15955,76949,902,1494248,4,1,<=40000,1,,,,
15956,26825,902,1494248,5,1,<=40000,1,,,,
15957,29498,902,1494248,6,1,<=40000,1,,,,
15958,62376,902,1494248,7,1,<=40000,1,,,,
15959,54012,902,1494248,8,1,<=40000,1,,,,
15960,49178,902,1494248,9,1,<=40000,2,,,,
15961,67375,902,1495085,0,3,<=40000,1,,,,
15962,68034,902,1495085,1,3,<=40000,2,,,,
15963,67505,902,1495085,2,3,<=40000,2,,,,
15964,48405,902,1495085,3,3,40000+,3,,,,
15965,13220,902,1495085,4,3,40000+,3,,,,
15966,77872,902,1498372,0,4+,40000+,3,,,,
15967,34724,902,1498372,1,4+,40000+,1,,,,
15968,65666,902,1498372,2,4+,40000+,2,,,,
15969,48978,902,1499345,0,4+,40000+,4,,,,
15970,53830,902,1499345,1,4+,40000+,2,,,,
15971,29180,902,1499345,2,4+,40000+,2,,,,
15972,60182,902,1502124,0,4+,<=40000,3,,,,
15973,71989,902,1505191,0,2,<=40000,2,,,,
15974,31992,902,1505191,1,2,40000+,2,,,,
15975,20347,902,1505191,2,2,40000+,2,,,,
15976,56103,902,1507326,0,2,<=40000,2,,,,
15977,5350,902,1507326,1,2,40000+,4,,,,
15978,34841,902,1507326,2,2,<=40000,0,,,,
15979,27448,902,1507326,3,2,40000+,2,,,,
15980,2793,902,1507326,4,2,40000+,2,,,,
15981,6137,902,1507326,5,2,40000+,2,,,,
15982,74722,902,1507326,6,2,40000+,2,,,,
15983,2603,902,1507326,7,2,<=40000,2,,,,
15984,13241,902,1509111,0,1,<=40000,1,,,,
15985,16555,902,1509111,1,1,<=40000,1,,,,
15986,68503,902,1509111,2,1,<=40000,1,,,,
15987,842,902,1509111,3,1,<=40000,2,,,,
15988,75888,902,1509111,4,1,<=40000,1,,,,
15989,12201,902,1509111,5,1,<=40000,1,,,,
